label,text
benign,Recession Scenario Impact on Power and Gas forwarded by phillip k allenhouect on am enron north america corp from frank hayden enron pm to tim beldenhouectect kevin m prestohouectect phillip k allenhouectect scott nealhouectect hunter s shivelyhouectect john arnoldhouectect john j lavoratocorpenron louise kitchenhouectect thomas a martinhouectect vladimir gornyhouectect cc subject recession scenario impact on power and gas attached is a cera presentation regarding recession impact feel free to call in any listen to prerecorded discussion on slides approx mins cera is forecasting some recession impact on ca but not enough to alleviate problem frank call in number passcode
benign,RE: im planning on it original message from ward kim s houston sent friday august am to arnold john subject you working out with dean today
benign, here is the buyout spreadsheet again with a slight tweak in the format the summary presents the numbers as only in concessions
benign,RE: john here is my analysis of my guys mike maggi pl for first half a bit misleading up till today he ha s run and taken the pl for days days were in the first half of the y ear and in july so far running eol is a law of averagessome days you get killed some you do well the second day he got massacred t boone sol d contracts as well as the floor selling on an illiquid day followed b y gap down the next day pl for that day was the four days in july have been really good probably so i look at his pl for the first half of the year as jan jul that pl of is around my expectations runs low var pretty good at running eol when im not there a little too reactionary but hopefully more experience will help makes most money in market making probably slighlty negative in greeks and negative in curv e shift would like for him to turn both of those positive a bit hadicap ped because present format doesnt allow him to fully get physical info re quired to spend all time in front of computer needs to develop john griff ith to allow him to get off the desk more good contrarian trader often has opposite position of floor willing to stop out and is nimble needs to take more of a macro view of vol rather than ending up with everybody e lses positions vital for me to have him as a bbackup right now cannot f unction without one of us on the desk computer causing problems will email with other guys later
benign,ALL daily charts and matrices as hot links 5/15 the information contained herein is based on sources that we believe to be reliable but we do not represent that it is accurate or complete nothing contained herein should be considered as an offer to sell or a solicitation of an offer to buy any financial instruments discussed herein any opinions expressed herein are solely those of the author as such they may differ in material respects from those of or expressed or published by on behalf of carr futures or its officers directors employees or affiliates carr futures the charts are now available on the web by clicking on the hot links contained in this email if for any reason you are unable to receive the charts via the web please contact me via email and i will email the charts to you as attachments crude natural gas distillate unleaded nat gas strip matrix nat gas spread matrix crude and products spread matrix carr futures s wacker dr suite chicago il usa tel fax soblandercarrfutcom
benign,"CAISO Notice - Extension for Response to CPUC Subpoena; Response to
 EOB Subpoena market participants and scheduling coordinators the iso has obtained an extension of time to comply with the cpuc subpoena received by fax yesterday evening and by hard copy this morning a copy of the subpoena will be posted on the web site tomorrow the iso is required to respond by friday july the cpuc is considering requests for confidential treatment in accordance with the iso tariff market participants should at their own discretion and cost take steps to obtain confidential treatment for data and should inform the iso so that the iso can comply with its responsibility to support their efforts questions on this matter should be directed to jeanne sole at the iso did respond to the eob subpoena today jeanne m sol regulatory counsel california iso the foregoing email communication together with any attachments thereto is intended for the designated recipients only its terms may be confidential and protected by attorneyclient privilege or other applicable privileges unauthorized use dissemination distribution or reproduction of this message is strictly prohibited"
benign,RE: piss off you should thank me ill call you later original message from arnold john sent wednesday october am to robins bryan subject re sorry just got your msg cant go today by the way youre a lousy friend original message from robins bryan sent wednesday october am to arnold john subject re are you up for todays game original message from arnold john sent tuesday october am to robins bryan subject going to the game
benign, greg happy bday email me your phone and i will call you keith
benign,Breakfast & Lunch - $5.00 ea starting tomorrow we will be included with the gas breakfast and lunches however there will be a cost of each or total when breakfast is provided they will have lunch everyday and breakfast only three days of the month which will be during bid week i will come around every morning and collect your moneyi will then have to provide a list to the gas people who will be checking your name off as you enter the breakfastlunch line please let me know if you have any questions rememberonly those who give the will be eating thanks for your cooperation tjae black east power trading assistant to kevin presto off fax cell
benign,comments morning i sent you a bunch of bloombergs from ospraiethe most recent is the most relevantwhats your response to it
benign,Re: thanksanxiously awaiting andy zipperenron am to john arnoldhouectect cc subject re yeah yeah i know the roll out for phase ii eol is for now options are qeued next after that unfortu ately i wish i could give you a hard date but it is out of my hands and in jay webbs shop i am pushing as hard as i can but louise has set phase ii as the priority i know this sounds like a lame excuse but i dont know what else to say the application is built it just needs to be tested please dont get too frustrated and keep the pressure up on us andy
benign, jeff what is up with burnet phillip
benign,"Profiles on ""break-out"" target customers i have recently spoke with most of you about increasing our emphasis on structured product deal flow over the past months east power midmarketers have been focused on covering every customer across the eastern interconnect our deal flow through june stands at term transactions vs at the same time last year thats an increase of times this represents outstanding performance many of those transactions have been relatively standard energy block and option structures the proliferation of eol among our customers has had the effect of shrinking standard product margins therefore we need to increase emphasis on customized risk management products in order to optimize value extraction from our customer base we must identify potential breakout customers within each of nepool nyiso pjm frcc serc spp mapp main and ecar thats total target customers for those counting a breakout customer is a customer with which enron executes substantial increased transaction flow especially structured products with significant associated origination value i need both coverage and structured product midmarketers to work as a team to do detailed profiles of the business of each of these customers a nonexhaustive list of issues to analyze are what is the customers fundamental businesses supplydemand fundamentals tariff implications state regulatory implications identify their risks rto affiliation open access issues profiles should be complete by friday august i will review completed profiles with each of you we will develop custom risk management presentations for each of these customers for role out after the profiles are complete i will be working with harry arora to develop presentation materials let me know if you have any questions thanks ed"
benign, arnold john jarnoldenroncom panel height panel fabric blue patterns panel trim ligh blue surface lam light gray speckle pedestals light blue station size x componentry corner surface surfaces bbf pedestals overhead bins lighting power yes down spline quantity avail stations price per station plus delivery installation haworth unigroup powerbase panel height panel fabric graybeige mix very nice panel trim beige surface lam beige pedestals beige station size telemarketing stations componentry x surface with bbf pedestal power non quantity avail stations price per station plus delivery installation photos acme workstations special offer panel heights panel fabric mauve panel trim light gray surface lam medium gray pedestals light gray station size x x x componentry l shaped surfaces bbf pedestals shelves task lighting power yes down spline quantity avail stations price per station plus delivery installation photos hon concensys workstations panel height panel fabric graybeige mix very nice panel trim black surface lam maple pedestals black station size x in pod of x in pod of componentry corner surface bbf pedestals shelf power yes down spline quantity avail stations price per station plus delivery installation photos lateral files drawer laterals widths are colors light gray putty this weeks price is at per unit plus delivery seating manufacturer sitonit fabric color black arms lopped non adjustable pneumatic lift yes back adjustment yes condition very good quantity available price each delivery photos herman miller seating totally remanufactured herman miller ergon equa seating pneumatic lift adjustable arms available in the fabric of you choice pricing depends on quantity conference tables x beautiful conference table sections drum bases price delivery set up photos also available x racetrack wood veneer walnut x racetrack laminate mahogany with matching credenza all offerings subject to prior sale call us for your workstation filing and seating needs we provide asis and refurbished workstations by steelcase herman miller haworth knoll and more we purchase workstations filing seating desks trade show reminder managing the real estate game july vancouver bc canada th annual nacore exposition sept nashville tn ifmas world workplace sept kansas city mo neocon new york october november new york city ny neocon west november los angles ca useful sites todays facility manager association higher education facilities officers business facilities facilities design intl facility mgmt assoc facilities resource mgmt fm datacom facilities exchange facilities pro resource facilities engineering international society of facilities executives facilities source international development council aron groner cubiclescom a division of office assets management inc w th street th floor new york ny email agcubiclescom ph fax ooo ooo under bill s title iii passed by the th us congress this letter cannot be considered spam as long as we include contact information and offer a way to be removed from future mailings to be removed from these monthly specials emailers please send a email to removemecubiclescom with your name address company name and the exact email address this message was sent to if you desire removal allow us to extend our sincere apologies for any inconvenience your receiving this message may have caused
benign,RE: Weather Gas Quantos talk to john griffith right now in the future month or so itll be andy zipper original message from ribeiro claudio sent monday june pm to arnold john subject weather gas quantos we at the weather desk are designing a product that pays with gasprice exposure hdd products that pay in financial equivalents to mmbtus the solution for this product requires the trading in gas and in weather we are in a point to establish the real dynamic of trading which products to trade we would like to have some input to whom should we talk to have this guidance thanks for the help claudio ribeiro
benign,Re: as far as lunch its a done deal i need names of people who should be allowed it is not for the whole floor but rather for people who need to stay at their desk during the day please advise john enron north america corp from kori loibl pm to john arnoldhouectect cc subject just wanted to say thankyou for dinner last night its unfortunate errol and dutch didnt make it they are the ones who do all the work for you are you going to hook me up on the lunch police thanks again kori
benign,RE: simulation environment jay can you set up one more simulated account with access to all products for the west desk thank you phillip allen original message from webb jay sent monday july pm to shively hunter s cc allen phillip k subject simulation environment hunter the simulation url is your accounts are access to all simtrader access to us gas only simtrader simtrader phillips accounts are access to all simtrader access to us gas only simtrader simtrader in each case the password is the same as the username let me know if you have any questions thanks jay
benign,RE: $25 million loan from EDf how about original message from wesnersoong sarah sent tuesday november pm to arnold john subject re million loan from edf do you have a second i would like to come up there and make sure i understand clearly what you are talking about hey i might want to short the stock if its publicly traded sarah original message from arnold john sent tuesday november pm to wesnersoong sarah subject re million loan from edf if they demand this on thursday im going to put their nat gas operation out of business original message from wesnersoong sarah sent tuesday november pm to arnold john subject re million loan from edf yes we can wait until thursday original message from arnold john sent tuesday november pm to wesnersoong sarah subject re million loan from edf we have until thursday i believe original message from wesnersoong sarah sent tuesday november pm to arnold john subject million loan from edf we are going to repay their loan tomorrow based on the notice we received from them that they were cancelling their line to us as of
benign,RE: Positions will you wire the money immediately when this is done original message from kdavismanfinancialcomenron sent friday november am to jarnoldenroncom cc wesnersoong sarah deffner joseph subject positions dear john in place of the original transfer of options that we sent you yesterday i propose the following transfer instead you will note that it includes no options at all short may futures please understand that this entire affair is making me as uncomfortable as it is clearly making you kind regards kevin r davis
benign,JDSU Downgraded by J.P. Morgan if you cannot read this email please click here earningscom jdsu upgradedowngrade history earningscomimage image view todays upgradesdowngradescoverage initiated briefing jd s uniphase corporation jdsu date brokerage firm action details jp morgan downgraded to mkt perform from buy sou ndview technology upgraded to buy from hold merrill lynch upgraded to nt accum from nt neutral cibc world markets upg raded to buy from hold csfb upgraded to buy from hold salomon smith barney downgraded to neutral from buy banc of america downgraded to mkt perform from buy wr hambrecht downgraded to buy from strong buy soundview u pgraded to strong buy from buy wachovia securities downgrad ed to neutral from buy csfb downgraded to hold from buy s g cowen downgraded to neutral from buy abn amro downgraded to hold from add credit lyonnais coverag e initiated at hold cibc world markets downgraded to hold from strong buy morgan stanley downgraded to neutral from outperform dain rauscher wessels downgraded to buy aggressi ve from strong buy raymond james downgraded to mkt perform from strong buy mcdonald investments coverage initiated a t hold wr hambrecht upgraded to strong buy from buy salomon smith barney upgraded to buy from outperform robertson stephens upgraded to buy from lt attractive j effries and company coverage initiated at hold merrill lync h downgraded to nt neutral from nt accum robertson stephen s downgraded to lt attractive from buy abn amro downgrade d to add from buy thomas weisel downgraded to buy from st rong buy us bancorp pj downgraded to neutral from strong b uy first union capital downgraded to mkt perform from stro ng buy s g cowen downgraded to buy from strong buy adams harkness downgraded to mkt perform from buy adams harkness downgraded to buy from strong buy unterberg towbin downgraded to buy from strong buy salomon smith ba rney downgraded to outperform from buy soundview downgrad ed to buy from strong buy deutsche bank downgraded to buy from strong buy wachovia securities downgraded to buy fro m strong buy lehman brothers downgraded to outperform from buy william blair coverage initiated at buy s g cowen coverage initiated at strong buy lehman brothers coverage initiated at outperform salomon smith barney cov erage initiated at buy sands brothers downgraded to neutral from buy goldman sachs coverage initiated at recommended list raymond james coverage initiated at strong buy sands brothers coverage initiated at buy abn amro coverage initiated at buy deutsche bank coverage initiated at strong buy dlj coverage initiated at buy first union capital coverage initiated at strong buy wr h ambrecht coverage initiated at buy briefingcomis the leading interne t provider of live market analysis for us stock us bond and world fx m arket participants earningscom inc all rights reserved about us contact us webmaster site map privacy policy terms of service
benign,ALL daily charts and matrices as hot links 10/17-resend the information contained herein is based on sources that we believe to be reliable but we do not represent that it is accurate or complete nothing contained herein should be considered as an offer to sell or a solicitation of an offer to buy any financial instruments discussed herein any opinions expressed herein are solely those of the author as such they may differ in material respects from those of or expressed or published by on behalf of carr futures or its officers directors employees or affiliates carr futures the charts are now available on the web by clicking on the hot links contained in this email if for any reason you are unable to receive the charts via the web please contact me via email and i will email the charts to you as attachments crude natural gas distillate unleaded dec wtibrent spread dec heat crack dec gas crack decmay heat spread janfeb heat spread nov gasheat spread dec gasheat spread novmar unlead spread nat gas strip matrix nat gas spread matrix crude and products spread matrix scott oblander fax carr futures s wacker suite chicago il
benign, isnt that pasta yummy and nutricious
benign,Re: thanks andy zipperenron am to john arnoldhouectect cc subject re by the version of eol do you mean the new version of stack manager if you do we should have finished testing by today that means we will roll out today or tomorrow but louise wants a more developed roll out plan so that might slow things down a bit not to make excuses but we have had some serious technical problems with the new release and have had to redesign whole parts of the back end of the system the problem is around how many things can be linked to a single product and stack manager performance obviously a serious issue it has taken us obviously a lot longer than we thought to fix it i think there are still some minor issues that we should discuss but they should not get in the way of release if you mean by new version the phase ii website version with sexy content we are scheduled cum grano salis to roll that out in mid august any questions please feel free to call andy
benign, jeff i am not willing to guarantee to refinance the st lien on the stage in years and drop the rate on both notes at that point to there are several reasons that i wont commit to this exposure to interest fluctuations the large cash reserves needed and the limited financial resources of the buyer are the three biggest concerns what i am willing to do is lower the second note to amortized over the buyers choice of terms up to years the existing note does not come due until september that is a long time the buyer may have sold the property interest rates may be lower i am bending over backwards to make the deal work with such an attractive second note guaranteeing to refinance is pushing too far can you clarify the dates in the contract is the effective date the day the earnest money is receipted or is it once the feasibility study is complete hopefully the buyer can live with these terms i got your fax from the new braunfels buyer if we cant come to terms with the first buyer i will get started on the list email or call me later today phillip
benign,Re: forwarded by john arnoldhouect on am jennifer burns am to john arnoldhouectect cc subject re thats weirdbecause jeff and i were talking about bill on friday i didnt get the picture that jeff thought he was that great and bill hasnt been up here at all i wont say anything john arnold am to jennifer burnshouectect cc subject re no i thought you would have known dont tell shank i told you jennifer burns pm to john arnoldhouectect cc subject re what you are shitting me john arnold pm to jennifer burnshouectect cc subject re i heard hes interviewing to be shankmans right hand man jennifer burns pm to john arnoldhouectect cc subject i saw bill perkins today he was on i heard someone call my name and i was like hey bill weird huh
benign,"Panaco, Inc. enclosed is an isda worksheet for panaco inc they are very interested as are many right now in getting an isda in place that has netting language between financial transactions and physical gas physical gas is done both at ena and ena upstream company llc can we put together such a document if there are any questions please give me a call thanks max"
benign,<<Concur Expense Document>> - Rostant 112001 the following expense report is ready for approval employee name justin k rostant status last changed by automated administrator expense report name rostant report total amount due employee to approve this expense report click on the following link for concur expense
benign, greg i wont be in the office on thursday i am getting my knee scoped i will be at home in the afternoon if you need to email me use pallenhotmailcom i will be in the office on friday phillip
benign,Internship preparation harry i hope all is going well in houston thanks again for introducing me around enron when i cam to visit a couple months ago hopefully you heard that i accepted the internship and will be starting on june th i am very excited about getting involved with enron learning as much as possible and hopefully contributing value to some interesting projects i am writing you for some advice i do not know which group i will be working in this summer i am very excited about the company and would like to perform well once i start is there something i could do to prepare myself i would like to begin reading and learning about the industry unfortunately enron is involved in several industries making it difficult to know which to research do you have any suggestions i look forward to seeing you this summer sincerely vic vic gatto owen school of management vanderbilt universtiy vicgattoowenvanderbiltedu
benign,Leaving Enron..... all it has been my pleasure to work with you all in my wonderful years at enron i will be leaving enron today i wish you all continued success please feel free to contact me at the following email address kleeyahoocom sincerely ken
benign,killer tomatoes wwwlexingtonnetcomtomatoescreatorsindexhtm
benign,FW: Reminder:Interivews Thursday Trading Track cancel original message from buckley karen sent friday october pm to allen phillip k arnold john arora harry benson robert brawner sandra f carson mike cuilla martin davis mark dana ermis frank forney john m gilbertsmith doug grigsby mike holst keith lewis andrew h maggi mike martin thomas a may larry mckay brad mckay jonathan neal scott presto kevin m schwieger jim shively hunter s storey geoff sturm fletcher j suarez john zipper andy cc lavorato john engler adrianne solis felicia subject reminderinterivews thursday trading track all a reminder that you are scheduled to interview for the trading track thursday november st from pm onwards resumes and schedules will be forwarded to you shortly regards karen buckley
benign,RE: lets say thursday were you counting in ac original message from piasio stephen fi stephenpiasiossmbcomenron mailtoimceanotespiasiocstephenbfidcstephenepiasiossmbecomeenronenroncom sent wednesday september am to arnold john subject re which one is betterthurs or fri bkfst by the way i lived in atlantic city for a year and played at the golden nugget just about every day cant figure out it was work or fun original message from johnarnoldenroncom mailtojohnarnoldenroncom sent tuesday september pm to piasio stephen fi subject re pencil me in for breakfast thanks for the tix offer but im going to vegas this weekend see you end of sep john original message from piasio stephen fi stephenpiasiossmbcomenron sent tue pm to enronjohn arnold cc subject hello again two notes just back from vacation and planning a trip to houston in late september are you available for breakfast at the hyatt on thursday sep or friday sept thish oct goes off the board wed the th secondly i have four tix to astrosbrew crew this friday night good seats would you be interested this email is the property of enron corp andor its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient s any review use distribution or disclosure by others is strictly prohibited if you are not the intended recipient or authorized to receive for the recipient please contact the sender or reply to enron corp at enronmessagingadministrationenroncom and delete all copies of the message this email and any attachments hereto are not intended to be an offer or an acceptance and do not create or evidence a binding and enforceable contract between enron corp or any of its affiliates and the intended recipient or any other party and may not be relied on by anyone as the basis of a contract by estoppel or otherwise thank you
benign,CAISO NOTICE: CMR Meeting CANCELLATION Information... market participants attached is the information for the cmr stakeholder meeting cancellation for friday august meeting cancellation v cleandoc meeting cancellation v cleandoc
benign,"MARKET NOTICE---EMERGENCY OPERATING ORDER RELATING TO UNINSTRUCTE D
 DEVIATIONS JULY 31, 2000 forwarded by robert badeerhouect on am enron capital trade resources corp from caiso market operations hour ahead imceaexocaisooucorporatecnsystemcnmarketopshouraheadcaisocom am to market status houraheadrealtime imceaexocaisooucorporatecndistributionlistscnmktstathouraheadcai socom market status marketstatuscaisocom cc subject market noticeemergency operating order relating to uninstructe d deviations july market noticeemergency operating order relating to uninstructed deviations july this notice is to advise all scheduling coordinators and owners of generation in the iso control area that the iso is issuing an operating order for july that all resources must follow final hour ahead schedules as adjusted by rmr dispatch notices or by dispatch instructions verbal or electronic on ancillary service or supplemental energy bids no uninstructed deviations will be allowed section of the iso tariff requires market participants in the iso control area to comply fully and promptly with the isos operating orders any generating unit with real time output that reflects an excessive deviation from the real time output consistent with its final hour ahead schedule as adjusted by dispatch instructions and assuming a minute ramp across the top of the hour for hourly schedule changes will be deemed to have failed to comply with this operating order for the purpose of this determination an excessive deviation shall be the smaller of of a generating units maximum capability or mw the only exception to this finding is a generating unit that provides the iso with timely notification of a unit outage or derate failure to comply with this operating order threatens the reliable operation of the iso control area in particular uninstructed incremental deviations by generating units that are chasing the beep interval prices published by the iso are directly responsible for the frequency excursions the iso experienced june the iso will take the following actions with respect to those generating units that fail to comply with this operating order iso management will deliver a report to the iso governing board that provides a copy of this notice and a comparison of the instructed and actual output profile for each generating unit that fails to comply the iso will assign any wscc rms penalties associated with frequency deviations to the generating units that fail to comply"
benign, please stop sending emails to jenniferarnold to the following email address jarnoldenroncom you have the wrong person
benign,URGENT - ENA Associates & Analysts all the below analyst associate recruiting dates require ena participation at manager level at above in order to resource each of your departments it is important to have enas involvement and participation in the interviews and debrief sessions on fantastic friday and super saturday events these debrief sessions will allow you the opportunity to select candidates you wish to join your groups the target is to assign potential candidates to business units and departments from the outset as ena has the highest percentage of aa rotating in its business unit the participation of ena at interview should reflect this therefore please encourage your direct reports and managers to participate in the below events in order to secure candidates for your business area associate recruiting saturday november total candidates for interview analyst recruiting friday november total candidates for interivew associate recruiting saturday december total candidates for interview the above spreadsheet represents enas particpation today which i believe highlights the need for much additional support in these efforts please confirm by return participation of your respective groups regards karen buckley hr ena
benign,Birthday Cake--Stephanie Panus theres cake for stephanies birthday outside her cubicle holly keiser enron wholesale services legal department phone fax location eb hollykeiserenroncom
benign, jeff anything ever happen with pedron john
